みんな,0.0005844442412363183
馬鹿,0.0009025091344261513
つきあい,1.1927433494618739e-05
きれ,7.156460096771244e-05
給料,0.0031090843309306182
安,0.0001232501461110603
すぎる,0.0004293876058062746
癖,5.96371674730937e-05
業務,0.001053589958691322
かなり,0.0012563563280998406
スキル,0.0007235976320068702
要求,0.00011132271261644157
する,0.0068662258817355215
不正,0.00015903244659491652
行為,0.00029421002620059556
し,0.02187888884029564
人間,0.003808827095948251
上,0.0016181551441032756
お気に入り,0.00016300825775978945
おと,1.5903244659491654e-05
め,7.156460096771244e-05
なし,0.0012603321392647136
給料,0.0031090843309306182
普通,0.0005287828849280975
以上,0.00122852564994573
そういう,0.00025445191455186647
人間,0.003808827095948251
天国,7.554041213258535e-05
ごま,5.566135630822078e-05
すり,0.00011132271261644157
し,0.02187888884029564
人,0.009860011688884824
仕事,0.006130700816234032
でき,0.002604156312991758
出世,0.0004413150393008934
し,0.02187888884029564
いじめ,0.0003697504383331809
対象,9.541946795694991e-05
なる,0.002528615900859173
正直,0.0006162507305553015
きつい,0.0002146938029031373
クレーム,0.00021866961406801023
勝手,0.0002981858373654685
関係,0.0017255020455548443
ない,0.00488627192162881
人間,0.003808827095948251
責任,0.0008190170999638201
する,0.0068662258817355215
ところ,0.001276235383924205
問題,0.0008031138553043285
もっと,0.00032999232668445177
問題,0.0008031138553043285
の,0.007987404630229683
リクルート,3.578230048385622e-05
系列,3.975811164872913e-05
こと,0.008547994004476764
",",0.0001510808242651707
工場,0.00040155692765216425
火災,7.951622329745827e-06
発生,0.00018288731358415402
し,0.02187888884029564
敷地,1.5903244659491654e-05
内,0.00046914571745500374
火薬,7.951622329745827e-06
埋め,7.951622329745827e-06
し,0.02187888884029564
い,0.01154575562279094
そのうち,9.144365679207701e-05
通報,6.758878980283952e-05
してやろ,1.9879055824364564e-05
思っ,0.001319969306737807
い,0.01154575562279094
正直,0.0006162507305553015
家族,0.0003896294941575455
経営,0.002055494372239296
以上,0.00122852564994573
こと,0.008547994004476764
し,0.02187888884029564
いけ,0.0007554041213258535
会社,0.013652935540173584
思い,0.0033516088119878657
身内,7.554041213258535e-05
黙っ,4.3733922813602046e-05
てる,0.0023656076430993832
しれ,0.000822992911128693
私,0.0017255020455548443
つかまり,7.951622329745827e-06
通報,6.758878980283952e-05
しよ,0.0003061374596952143
思い,0.0033516088119878657
行政,1.9879055824364564e-05
処分,6.758878980283952e-05
何,0.00274330970376231
度,0.0006560088422040307
受け,0.0005367345072578432
いる,0.012400555023238616
会社,0.013652935540173584
多分,7.156460096771244e-05
怖い,8.349203446233117e-05
もの,0.0015823728436194194
なし,0.0012603321392647136
の,0.007987404630229683
しれ,0.000822992911128693
"!,",3.9758111648729136e-06
仕事,0.006130700816234032
やりがい,0.0009700979242289908
モチベーション,0.0004492666616306392
全く,0.0017255020455548443
ない,0.00488627192162881
糞,0.00017493569125440818
企業,0.002965955128995193
社員,0.008651365094763459
使い捨て,0.0002663793480464852
派遣,0.0009462430572397533
社員,0.008651365094763459
使い捨て,0.0002663793480464852
社員,0.008651365094763459
モチベーション,0.0004492666616306392
高める,4.3733922813602046e-05
よう,0.005283853038116101
取り組み,9.541946795694991e-05
一切,0.0006281781640499203
なく,0.0015187598649814527
入社,0.003021616485303414
し,0.02187888884029564
社員,0.008651365094763459
いかに,0.00013517757960567904
早く,0.00046516990629013086
転職,0.00091443656792077
先,0.0011768401048023822
探す,3.180648931898331e-05
必死,0.00014312920193542488
一族,0.00022264542523288313
経営,0.002055494372239296
何,0.00274330970376231
問題,0.0008031138553043285
あっ,0.0014273162081893758
場合,0.000596371674730937
一族,0.00022264542523288313
管理,0.0019839297712715837
職,0.00182887313584154
責任,0.0008190170999638201
すぐ,0.0007116701985122514
社員,0.008651365094763459
責任,0.0008190170999638201
おしつけ,1.1927433494618739e-05
常に,0.0005168554514334787
社員,0.008651365094763459
募集,0.0003339681378493247
し,0.02187888884029564
い,0.01154575562279094
それ,0.002055494372239296
入社,0.003021616485303414
し,0.02187888884029564
すぐ,0.0007116701985122514
やめ,0.0011092513149995428
しまっ,0.000413484361146783
転職,0.00091443656792077
する,0.0068662258817355215
社員,0.008651365094763459
多い,0.002628011179980996
先日,3.578230048385622e-05
12,0.00019879055824364566
月末,5.566135630822078e-05
退職,0.002568374012507902
し,0.02187888884029564
社員,0.008651365094763459
い,0.01154575562279094
",",0.0001510808242651707
今,0.0013597274183865364
東証,2.3854866989237478e-05
一部,0.00034191976017907056
上場,0.0002465002922221206
し,0.02187888884029564
い,0.01154575562279094
中身,0.00011132271261644157
最低,0.0008190170999638201
やめ,0.0011092513149995428
人間,0.003808827095948251
だらけ,0.000274330970376231
こんな,0.0010933480703400511
会社,0.013652935540173584
見,0.0012086465941213657
こと,0.008547994004476764
ない,0.00488627192162881
従業,0.000826968722293566
員,0.0011728642936375093
不満,0.0002425244810572477
多,0.0002902342150357227
すぎ,0.0006679362756986494
日に日に,1.9879055824364564e-05
やる,0.00032204070435470596
こと,0.008547994004476764
増え,0.0002465002922221206
給料,0.0031090843309306182
さ,0.007717049471018324
がる,4.3733922813602046e-05
従業,0.000826968722293566
員,0.0011728642936375093
モルモット,1.1927433494618739e-05
よう,0.005283853038116101
思っ,0.001319969306737807
い,0.01154575562279094
経営,0.002055494372239296
幹部,0.0004293876058062746
いい,0.0033675120566473574
よう,0.005283853038116101
話,0.0009979286023831012
し,0.02187888884029564
い,0.01154575562279094
年々,5.96371674730937e-05
給料,0.0031090843309306182
下がっ,4.7709733978474956e-05
いっ,0.0007951622329745826
い,0.01154575562279094
まぁ,0.00017095988008953528
経営,0.002055494372239296
幹部,0.0004293876058062746
なれ,0.0003697504383331809
別,0.00019481474707877275
達成,0.0002663793480464852
経営,0.002055494372239296
幹部,0.0004293876058062746
全て,0.0008031138553043285
下,0.00046914571745500374
せい,0.0004532424727955121
自分,0.003435100846450197
達,0.00027830678154110394
考え,0.0017692359683684463
間違っ,0.00015903244659491652
いる,0.012400555023238616
全く,0.0017255020455548443
考え,0.0017692359683684463
い,0.01154575562279094
経営,0.002055494372239296
幹部,0.0004293876058062746
誰,0.0006758878980283953
一,0.0016658648780817507
人,0.009860011688884824
変わり,0.0002146938029031373
外,0.00032204070435470596
見れ,6.758878980283952e-05
東証,2.3854866989237478e-05
一部,0.00034191976017907056
上場,0.0002465002922221206
し,0.02187888884029564
成長,0.00043336341697114753
企業,0.002965955128995193
ただ,0.00034589557134394344
ブラック,0.00100985603587772
仕事,0.006130700816234032
量,0.0003538471936736893
増え,0.0002465002922221206
給料,0.0031090843309306182
安く,0.00018686312474902692
なり,0.001920316792633617
自分,0.003435100846450197
そう,0.0014869533756624695
店長,0.0008349203446233117
休み,0.00110527550383467
削ら,5.566135630822078e-05
れ,0.00884220403067736
いき,0.00050492801793886
労力,3.180648931898331e-05
給料,0.0031090843309306182
あい,0.0003617988160034351
ただ,0.00034589557134394344
違法,0.0002067421805733915
企業,0.002965955128995193
この,0.0035503993702315113
会社,0.013652935540173584
社員,0.008651365094763459
犬,0.0001232501461110603
み,0.0005248070737632246
い,0.01154575562279094
いい,0.0033675120566473574
ポジション,7.156460096771244e-05
い,0.01154575562279094
それ,0.002055494372239296
退職,0.002568374012507902
し,0.02187888884029564
理由,0.0007991380441394556
自分,0.003435100846450197
あり,0.006194313794871999
従業,0.000826968722293566
員,0.0011728642936375093
コスト,7.156460096771244e-05
一番,0.000413484361146783
いけ,0.0007554041213258535
考え方,0.0001550566354300436
し,0.02187888884029564
い,0.01154575562279094
給料,0.0031090843309306182
はらっ,7.951622329745827e-06
やっ,0.0012046707829564927
ん,0.001510808242651707
働かせ,7.156460096771244e-05
やっ,0.0012046707829564927
ん,0.001510808242651707
の,0.007987404630229683
上,0.0016181551441032756
考え方,0.0001550566354300436
将来,0.0008627510227774221
性,0.0012165982164511115
あり,0.006194313794871999
経営,0.002055494372239296
幹部,0.0004293876058062746
高給,5.168554514334787e-05
取り,0.00021866961406801023
転職,0.00091443656792077
サイト,0.00019083893591389982
書か,0.00019083893591389982
れ,0.00884220403067736
いる,0.012400555023238616
給料,0.0031090843309306182
ありえ,5.96371674730937e-05
とにかく,0.0014551468863434863
